gene	status	category	score	nuclear_score	source_table_status	source_table_category	report_path	docs_report_path	category_page	lines	has_hpa	has_if_image	has_pae	has_pdb	has_ppi	has_pubmed	has_scoring_table	has_manual_review	duplicate_count	duplicate_type	is_primary_candidate	known_backlog_flags	parse_quality	parse_notes
SOD1	rejected	nucleoplasm	3	28			detail/nucleoplasm/SOD1/SOD1-evaluation.md	reports/SOD1.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SOX1	rejected	nucleoplasm	1	32			detail/nucleoplasm/SOX1/SOX1-evaluation.md	reports/SOX1.html	category/nucleoplasm.html	169	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SOX10	rejected	nucleoplasm	0.5	28			detail/nucleoplasm/SOX10/SOX10-evaluation.md	reports/SOX10.html	category/nucleoplasm.html	171	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SOX11	rejected	nucleoplasm	2	28			detail/nucleoplasm/SOX11/SOX11-evaluation.md	reports/SOX11.html	category/nucleoplasm.html	167	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SOX12	scored	nucleoplasm	96	1			detail/nucleoplasm/SOX12/SOX12-evaluation.md	reports/SOX12.html	category/nucleoplasm.html	177	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SOX13	scored	nucleoplasm	1	28			detail/nucleoplasm/SOX13/SOX13-evaluation.md	reports/SOX13.html	category/nucleoplasm.html	180	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SOX15	scored	nucleoplasm	0	1			detail/nucleoplasm/SOX15/SOX15-evaluation.md	reports/SOX15.html	category/nucleoplasm.html	188	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SOX17	rejected	nucleoplasm	1.5	36			detail/nucleoplasm/SOX17/SOX17-evaluation.md	reports/SOX17.html	category/nucleoplasm.html	180	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SOX2	rejected	nucleoplasm	2.5	28			detail/nucleoplasm/SOX2/SOX2-evaluation.md	reports/SOX2.html	category/nucleoplasm.html	183	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SOX3	rejected	nucleoplasm	1	36			detail/nucleoplasm/SOX3/SOX3-evaluation.md	reports/SOX3.html	category/nucleoplasm.html	179	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SOX30	scored	nucleoplasm	1.5	28			detail/nucleoplasm/SOX30/SOX30-evaluation.md	reports/SOX30.html	category/nucleoplasm.html	182	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SOX4	rejected	nucleoplasm	1	28			detail/nucleoplasm/SOX4/SOX4-evaluation.md	reports/SOX4.html	category/nucleoplasm.html	182	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SOX6	rejected	nucleoplasm	1	28			detail/nucleoplasm/SOX6/SOX6-evaluation.md	reports/SOX6.html	category/nucleoplasm.html	180	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SOX9	rejected	nucleoplasm	1.5	36			detail/nucleoplasm/SOX9/SOX9-evaluation.md	reports/SOX9.html	category/nucleoplasm.html	181	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SP1	rejected	nucleoplasm	2.5	28			detail/nucleoplasm/SP1/SP1-evaluation.md	reports/SP1.html	category/nucleoplasm.html	183	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SP140L	scored	nucleoplasm	5	16			detail/nucleoplasm/SP140L/SP140L-evaluation.md	reports/SP140L.html	category/nucleoplasm.html	183	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SP2	rejected	nucleoplasm	1	36			detail/nucleoplasm/SP2/SP2-evaluation.md	reports/SP2.html	category/nucleoplasm.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SP3	rejected	nucleoplasm	1	28			detail/nucleoplasm/SP3/SP3-evaluation.md	reports/SP3.html	category/nucleoplasm.html	183	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SP4	rejected	nucleoplasm	0.5	28			detail/nucleoplasm/SP4/SP4-evaluation.md	reports/SP4.html	category/nucleoplasm.html	170	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SP8	scored	nucleoplasm	1	36			detail/nucleoplasm/SP8/SP8-evaluation.md	reports/SP8.html	category/nucleoplasm.html	172	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPACA9	scored	nucleoplasm		8			detail/nucleoplasm/SPACA9/SPACA9-evaluation.md	reports/SPACA9__nucleoplasm.html	category/nucleoplasm.html	210	True	True	True	True	True	True	True	True	2	MULTI_SCORED_CONFLICT	False	parse_quality:PARTIAL;manual_review;duplicate:MULTI_SCORED_CONFLICT	PARTIAL	score_not_parsed
SPAG7	scored	nucleoplasm		7			detail/nucleoplasm/SPAG7/SPAG7-evaluation.md	reports/SPAG7__nucleoplasm.html	category/nucleoplasm.html	205	True	True	True	True	True	True	True	True	2	MULTI_SCORED_CONFLICT	False	parse_quality:PARTIAL;manual_review;duplicate:MULTI_SCORED_CONFLICT	PARTIAL	score_not_parsed
SPAG8	scored	nucleoplasm		8			detail/nucleoplasm/SPAG8/SPAG8-evaluation.md	reports/SPAG8__nucleoplasm.html	category/nucleoplasm.html	206	True	False	True	True	True	True	True	True	2	MULTI_SCORED_CONFLICT	False	parse_quality:PARTIAL;manual_review;duplicate:MULTI_SCORED_CONFLICT	PARTIAL	score_not_parsed
SPANXA2	scored	nucleoplasm		1			detail/nucleoplasm/SPANXA2/SPANXA2-evaluation.md	reports/SPANXA2__nucleoplasm.html	category/nucleoplasm.html	208	True	False	True	True	True	True	True	True	2	MULTI_SCORED_CONFLICT	False	parse_quality:PARTIAL;manual_review;duplicate:MULTI_SCORED_CONFLICT	PARTIAL	score_not_parsed
SPANXC	scored	nucleoplasm	1	28			detail/nucleoplasm/SPANXC/SPANXC-evaluation.md	reports/SPANXC.html	category/nucleoplasm.html	175	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPATA12	scored	nucleoplasm	0.5	16			detail/nucleoplasm/SPATA12/SPATA12-evaluation.md	reports/SPATA12.html	category/nucleoplasm.html	177	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPATA13	scored	nucleoplasm		12			detail/nucleoplasm/SPATA13/SPATA13-evaluation.md	reports/SPATA13__nucleoplasm.html	category/nucleoplasm.html	156	True	True	True	True	True	True	True	True	2	MULTI_SCORED_CONFLICT	False	parse_quality:PARTIAL;manual_review;duplicate:MULTI_SCORED_CONFLICT	PARTIAL	score_not_parsed
SPATA17	scored	nucleoplasm	1.5	16			detail/nucleoplasm/SPATA17/SPATA17-evaluation.md	reports/SPATA17.html	category/nucleoplasm.html	173	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPATA18	scored	nucleoplasm		7			detail/nucleoplasm/SPATA18/SPATA18-evaluation.md	reports/SPATA18__nucleoplasm.html	category/nucleoplasm.html	204	True	False	True	True	True	True	True	True	2	MULTI_SCORED_CONFLICT	False	parse_quality:PARTIAL;manual_review;duplicate:MULTI_SCORED_CONFLICT	PARTIAL	score_not_parsed
SPATA2L	scored	nucleoplasm	1.5	16			detail/nucleoplasm/SPATA2L/SPATA2L-evaluation.md	reports/SPATA2L.html	category/nucleoplasm.html	176	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPATA31F1	scored	nucleoplasm	0.5	16			detail/nucleoplasm/SPATA31F1/SPATA31F1-evaluation.md	reports/SPATA31F1.html	category/nucleoplasm.html	158	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPATA31H1	scored	nucleoplasm	0	16			detail/nucleoplasm/SPATA31H1/SPATA31H1-evaluation.md	reports/SPATA31H1.html	category/nucleoplasm.html	157	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPATA33	scored	nucleoplasm	1	28			detail/nucleoplasm/SPATA33/SPATA33-evaluation.md	reports/SPATA33.html	category/nucleoplasm.html	182	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPATA4	scored	nucleoplasm	1.5	28			detail/nucleoplasm/SPATA4/SPATA4-evaluation.md	reports/SPATA4.html	category/nucleoplasm.html	172	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPATS1	scored	nucleoplasm	0.5	28			detail/nucleoplasm/SPATS1/SPATS1-evaluation.md	reports/SPATS1.html	category/nucleoplasm.html	177	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPDEF	rejected	nucleoplasm	1.5	36			detail/nucleoplasm/SPDEF/SPDEF-evaluation.md	reports/SPDEF.html	category/nucleoplasm.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPEN	rejected	nucleoplasm	2	28			detail/nucleoplasm/SPEN/SPEN-evaluation.md	reports/SPEN.html	category/nucleoplasm.html	180	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPG11	rejected	nucleoplasm	2.5	28			detail/nucleoplasm/SPG11/SPG11-evaluation.md	reports/SPG11.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPI1	rejected	nucleoplasm	2.5	36			detail/nucleoplasm/SPI1/SPI1-evaluation.md	reports/SPI1.html	category/nucleoplasm.html	180	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPIB	rejected	nucleoplasm	1	28			detail/nucleoplasm/SPIB/SPIB-evaluation.md	reports/SPIB.html	category/nucleoplasm.html	179	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPIDR	scored	nucleoplasm	1	36			detail/nucleoplasm/SPIDR/SPIDR-evaluation.md	reports/SPIDR.html	category/nucleoplasm.html	172	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPIN2A	scored	nucleoplasm	1.5	28			detail/nucleoplasm/SPIN2A/SPIN2A-evaluation.md	reports/SPIN2A.html	category/nucleoplasm.html	163	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPIN2B	scored	nucleoplasm	2	28			detail/nucleoplasm/SPIN2B/SPIN2B-evaluation.md	reports/SPIN2B.html	category/nucleoplasm.html	176	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPIN3	scored	nucleoplasm	2	28			detail/nucleoplasm/SPIN3/SPIN3-evaluation.md	reports/SPIN3.html	category/nucleoplasm.html	171	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPIN4	scored	nucleoplasm	2	28			detail/nucleoplasm/SPIN4/SPIN4-evaluation.md	reports/SPIN4.html	category/nucleoplasm.html	180	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPMAP2	scored	nucleoplasm	0.5	32			detail/nucleoplasm/SPMAP2/SPMAP2-evaluation.md	reports/SPMAP2.html	category/nucleoplasm.html	164	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPO11	rejected	nucleoplasm	1.5	32			detail/nucleoplasm/SPO11/SPO11-evaluation.md	reports/SPO11.html	category/nucleoplasm.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPOPL	scored	nucleoplasm	1.5	28			detail/nucleoplasm/SPOPL/SPOPL-evaluation.md	reports/SPOPL.html	category/nucleoplasm.html	179	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPRY3	scored	nucleoplasm	1	16			detail/nucleoplasm/SPRY3/SPRY3-evaluation.md	reports/SPRY3.html	category/nucleoplasm.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPRYD3	scored	nucleoplasm	1.5	16			detail/nucleoplasm/SPRYD3/SPRYD3-evaluation.md	reports/SPRYD3.html	category/nucleoplasm.html	176	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPRYD4	scored	nucleoplasm	1.5	28			detail/nucleoplasm/SPRYD4/SPRYD4-evaluation.md	reports/SPRYD4.html	category/nucleoplasm.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPSB3	scored	nucleoplasm	2	28			detail/nucleoplasm/SPSB3/SPSB3-evaluation.md	reports/SPSB3.html	category/nucleoplasm.html	180	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPSB4	scored	nucleoplasm	100	3			detail/nucleoplasm/SPSB4/SPSB4-evaluation.md	reports/SPSB4.html	category/nucleoplasm.html	122	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPTBN4	scored	nucleoplasm	1.5	28			detail/nucleoplasm/SPTBN4/SPTBN4-evaluation.md	reports/SPTBN4.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SPZ1	scored	nucleoplasm	1	28			detail/nucleoplasm/SPZ1/SPZ1-evaluation.md	reports/SPZ1.html	category/nucleoplasm.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SRA1	rejected	nucleoplasm	2	28			detail/nucleoplasm/SRA1/SRA1-evaluation.md	reports/SRA1.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SRARP	scored	nucleoplasm	0.5	28			detail/nucleoplasm/SRARP/SRARP-evaluation.md	reports/SRARP.html	category/nucleoplasm.html	161	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SRF	rejected	nucleoplasm	2	28			detail/nucleoplasm/SRF/SRF-evaluation.md	reports/SRF.html	category/nucleoplasm.html	171	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SRFBP1	scored	nucleoplasm	0.5	28			detail/nucleoplasm/SRFBP1/SRFBP1-evaluation.md	reports/SRFBP1.html	category/nucleoplasm.html	170	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SRY	rejected	nucleoplasm	2	28			detail/nucleoplasm/SRY/SRY-evaluation.md	reports/SRY.html	category/nucleoplasm.html	172	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SS18	rejected	nucleoplasm	1	28			detail/nucleoplasm/SS18/SS18-evaluation.md	reports/SS18.html	category/nucleoplasm.html	174	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SS18L1	scored	nucleoplasm	1	28			detail/nucleoplasm/SS18L1/SS18L1-evaluation.md	reports/SS18L1.html	category/nucleoplasm.html	181	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SS18L2	scored	nucleoplasm	1	16			detail/nucleoplasm/SS18L2/SS18L2-evaluation.md	reports/SS18L2.html	category/nucleoplasm.html	175	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SSNA1	scored	nucleoplasm	1.5	28			detail/nucleoplasm/SSNA1/SSNA1-evaluation.md	reports/SSNA1.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SSRP1	rejected	nucleoplasm	2.5	36			detail/nucleoplasm/SSRP1/SSRP1-evaluation.md	reports/SSRP1.html	category/nucleoplasm.html	171	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SSU72	scored	nucleoplasm	3	28			detail/nucleoplasm/SSU72/SSU72-evaluation.md	reports/SSU72.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SSUH2	scored	nucleoplasm	1.5	28			detail/nucleoplasm/SSUH2/SSUH2-evaluation.md	reports/SSUH2.html	category/nucleoplasm.html	176	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SSX2B	scored	nucleoplasm	1.5	36			detail/nucleoplasm/SSX2B/SSX2B-evaluation.md	reports/SSX2B.html	category/nucleoplasm.html	174	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SSX2IP	scored	nucleoplasm	1	28			detail/nucleoplasm/SSX2IP/SSX2IP-evaluation.md	reports/SSX2IP.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SSX3	scored	nucleoplasm	0.5	2			detail/nucleoplasm/SSX3/SSX3-evaluation.md	reports/SSX3.html	category/nucleoplasm.html	168	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SSX4	scored	nucleoplasm	1	2			detail/nucleoplasm/SSX4/SSX4-evaluation.md	reports/SSX4.html	category/nucleoplasm.html	172	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SSX4B	scored	nucleoplasm	0.5	32			detail/nucleoplasm/SSX4B/SSX4B-evaluation.md	reports/SSX4B.html	category/nucleoplasm.html	164	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SSX5	scored	nucleoplasm	1	2			detail/nucleoplasm/SSX5/SSX5-evaluation.md	reports/SSX5.html	category/nucleoplasm.html	176	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SSX7	scored	nucleoplasm	1	32			detail/nucleoplasm/SSX7/SSX7-evaluation.md	reports/SSX7.html	category/nucleoplasm.html	175	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ST6GALNAC1	scored	nucleoplasm	1.5	16			detail/nucleoplasm/ST6GALNAC1/ST6GALNAC1-evaluation.md	reports/ST6GALNAC1.html	category/nucleoplasm.html	170	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ST6GALNAC3	scored	nucleoplasm	1.5	28			detail/nucleoplasm/ST6GALNAC3/ST6GALNAC3-evaluation.md	reports/ST6GALNAC3.html	category/nucleoplasm.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
ST6GALNAC4	scored	nucleoplasm	1.5	16			detail/nucleoplasm/ST6GALNAC4/ST6GALNAC4-evaluation.md	reports/ST6GALNAC4.html	category/nucleoplasm.html	177	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STAG1	rejected	nucleoplasm	1	16			detail/nucleoplasm/STAG1/STAG1-evaluation.md	reports/STAG1.html	category/nucleoplasm.html	181	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STAG2	rejected	nucleoplasm	3	28			detail/nucleoplasm/STAG2/STAG2-evaluation.md	reports/STAG2.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STAM2	scored	nucleoplasm	2.5	28			detail/nucleoplasm/STAM2/STAM2-evaluation.md	reports/STAM2.html	category/nucleoplasm.html	182	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STARD3	scored	nucleoplasm	3	28			detail/nucleoplasm/STARD3/STARD3-evaluation.md	reports/STARD3.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STARD9	scored	nucleoplasm	1.5	28			detail/nucleoplasm/STARD9/STARD9-evaluation.md	reports/STARD9.html	category/nucleoplasm.html	179	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STAT1	rejected	nucleoplasm	3	28			detail/nucleoplasm/STAT1/STAT1-evaluation.md	reports/STAT1.html	category/nucleoplasm.html	177	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STAT2	rejected	nucleoplasm	3	28			detail/nucleoplasm/STAT2/STAT2-evaluation.md	reports/STAT2.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STAT3	rejected	nucleoplasm	2.5	28			detail/nucleoplasm/STAT3/STAT3-evaluation.md	reports/STAT3.html	category/nucleoplasm.html	175	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STAT4	rejected	nucleoplasm	1	28			detail/nucleoplasm/STAT4/STAT4-evaluation.md	reports/STAT4.html	category/nucleoplasm.html	175	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STAT5A	rejected	nucleoplasm	3	2			detail/nucleoplasm/STAT5A/STAT5A-evaluation.md	reports/STAT5A.html	category/nucleoplasm.html	182	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STAT5B	rejected	nucleoplasm	2	28			detail/nucleoplasm/STAT5B/STAT5B-evaluation.md	reports/STAT5B.html	category/nucleoplasm.html	182	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STAT6	rejected	nucleoplasm	3	28			detail/nucleoplasm/STAT6/STAT6-evaluation.md	reports/STAT6.html	category/nucleoplasm.html	175	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STEEP1	scored	nucleoplasm	1.5	28			detail/nucleoplasm/STEEP1/STEEP1-evaluation.md	reports/STEEP1.html	category/nucleoplasm.html	172	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STH	rejected	nucleoplasm	1	28			detail/nucleoplasm/STH/STH-evaluation.md	reports/STH.html	category/nucleoplasm.html	182	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STIP1	rejected	nucleoplasm	3	28			detail/nucleoplasm/STIP1/STIP1-evaluation.md	reports/STIP1.html	category/nucleoplasm.html	182	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STN1	rejected	nucleoplasm	3	28			detail/nucleoplasm/STN1/STN1-evaluation.md	reports/STN1.html	category/nucleoplasm.html	182	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STPG1	scored	nucleoplasm	1	28			detail/nucleoplasm/STPG1/STPG1-evaluation.md	reports/STPG1.html	category/nucleoplasm.html	164	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STPG4	scored	nucleoplasm	1	28			detail/nucleoplasm/STPG4/STPG4-evaluation.md	reports/STPG4.html	category/nucleoplasm.html	169	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STRA8	rejected	nucleoplasm	1	28			detail/nucleoplasm/STRA8/STRA8-evaluation.md	reports/STRA8.html	category/nucleoplasm.html	177	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STRADA	scored	nucleoplasm	3	28			detail/nucleoplasm/STRADA/STRADA-evaluation.md	reports/STRADA.html	category/nucleoplasm.html	182	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STRADB	scored	nucleoplasm	1.5	28			detail/nucleoplasm/STRADB/STRADB-evaluation.md	reports/STRADB.html	category/nucleoplasm.html	179	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STRAP	rejected	nucleoplasm	1.5	28			detail/nucleoplasm/STRAP/STRAP-evaluation.md	reports/STRAP.html	category/nucleoplasm.html	181	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STUB1	rejected	nucleoplasm	3	28			detail/nucleoplasm/STUB1/STUB1-evaluation.md	reports/STUB1.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STX12	scored	nucleoplasm	2	28			detail/nucleoplasm/STX12/STX12-evaluation.md	reports/STX12.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STX5	scored	nucleoplasm	2	16			detail/nucleoplasm/STX5/STX5-evaluation.md	reports/STX5.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STX6	scored	nucleoplasm	2	28			detail/nucleoplasm/STX6/STX6-evaluation.md	reports/STX6.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
STYK1	scored	nucleoplasm	1.5	16			detail/nucleoplasm/STYK1/STYK1-evaluation.md	reports/STYK1.html	category/nucleoplasm.html	175	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
