gene	category	status	lines	risk	modified_today	issues	issue_count
URM1	rejected	rejected	46	MED	True	NO_PLDDT	1
UROD	rejected	rejected	46	MED	True	NO_PLDDT	1
UROS	rejected	rejected	46	MED	True	NO_PLDDT	1
USF2	rejected	rejected	46	MED	True	NO_PLDDT	1
UTY	rejected	rejected	46	MED	True	NO_PLDDT	1
UXT	rejected	rejected	46	MED	True	NO_PLDDT	1
VGLL4	rejected	rejected	46	MED	True	NO_PLDDT	1
VIRMA	rejected	rejected	46	MED	True	NO_PLDDT	1
VRK1	rejected	rejected	46	MED	True	NO_REASON	1
VSIG4	rejected	rejected	46	MED	True	NO_PLDDT	1
VSX1	rejected	rejected	46	MED	True	NO_PLDDT	1
WAC	rejected	rejected	46	MED	True	NO_PLDDT	1
WDHD1	rejected	rejected	46	MED	True	NO_PLDDT	1
WDR4	rejected	rejected	46	MED	True	NO_PLDDT	1
WDR43	rejected	rejected	46	MED	True	NO_PLDDT	1
WDR62	rejected	rejected	46	MED	True	NO_PLDDT	1
WIPI2	rejected	rejected	46	MED	True	NO_PLDDT	1
WWC1	rejected	rejected	46	MED	True	NO_PLDDT	1
WWOX	rejected	rejected	46	MED	True	NO_PLDDT	1
WWP2	rejected	rejected	46	MED	True	NO_PLDDT	1
WWTR1	rejected	rejected	46	MED	True	NO_PLDDT	1
XAF1	rejected	rejected	46	MED	True	NO_PLDDT	1
XK	rejected	rejected	46	MED	True	NO_PLDDT	1
YBX2	rejected	rejected	46	MED	True	NO_PLDDT	1
YBX3	rejected	rejected	46	MED	True	NO_PLDDT	1
YWHAZ	rejected	rejected	46	MED	True	NO_PLDDT	1
ZMPSTE24	rejected	rejected	46	MED	True	NO_PLDDT	1
ZW10	rejected	rejected	46	MED	True	NO_PLDDT	1
ZWILCH	rejected	rejected	46	MED	True	NO_PLDDT	1
ZWINT	rejected	rejected	46	MED	True	NO_PLDDT	1
ZYX	rejected	rejected	46	MED	True	NO_PLDDT	1
BOP1	rejected	rejected	51	MED	True	NO_REASON	1
C2CD6	rejected	rejected	52	MED	True	NUKE_0_10	1
NLK	rejected	rejected	52	MED	True	NO_REASON	1
PTK6	rejected	rejected	52	MED	True	NO_REASON	1
SWI5	rejected	rejected	55	MED	True	NO_REASON	1
Alyref2	rejected	rejected	58	MED	True	NO_REASON	1
GNAI1	rejected	rejected	61	MED	True	NO_REASON	1
FOXL1	rejected	rejected	63	MED	True	NO_REASON	1
PIF1	rejected	rejected	63	MED	True	NO_REASON	1
PTPA	rejected	rejected	64	MED	True	NO_REASON	1
ANKRD20A1	rejected	rejected	65	MED	True	NO_REASON	1
ANKRD36C	rejected	rejected	65	MED	True	NO_REASON	1
BRIP1	rejected	rejected	65	MED	True	NO_REASON	1
CLK1	rejected	rejected	65	MED	True	NO_REASON	1
UFD1	rejected	rejected	65	MED	True	NO_REASON	1
ANKRD30A	rejected	rejected	66	MED	True	NO_REASON	1
C19orf67	rejected	rejected	66	MED	True	NO_REASON	1
MTA3	rejected	rejected	66	MED	True	NO_REASON	1
SENP3	rejected	rejected	66	MED	True	NO_REASON	1
SIK1	rejected	rejected	66	MED	True	NO_REASON	1
ARL3	rejected	rejected	68	MED	True	NO_REASON	1
C19orf73	rejected	rejected	68	MED	True	NO_REASON	1
NEK6	rejected	rejected	68	MED	True	NO_REASON	1
SBDS	rejected	rejected	68	MED	True	NO_REASON	1
SENP2	rejected	rejected	68	MED	True	NO_REASON	1
ARL2	rejected	rejected	69	MED	True	NO_REASON	1
SAE1	rejected	rejected	69	MED	True	NO_REASON	1
ANKRD39	rejected	rejected	70	MED	True	NO_REASON	1
MTA2	rejected	rejected	71	MED	True	NO_REASON	1
PRKAA2	rejected	rejected	71	MED	True	NO_REASON	1
ANKDD1A	rejected	rejected	72	MED	True	NO_REASON	1
C19orf53	rejected	rejected	73	MED	True	NO_REASON	1
ANKRD29	rejected	rejected	74	MED	True	NO_REASON	1
ANKRD62	rejected	rejected	75	MED	True	NO_REASON	1
ANKRD40	rejected	rejected	76	MED	True	NO_REASON	1
AMMECR1L	rejected	rejected	77	MED	True	NO_REASON	1
ANKRD44	rejected	rejected	78	MED	True	NO_REASON	1
HAT1	rejected	rejected	78	MED	True	NO_REASON	1
ASB13	rejected	rejected	80	MED	True	NO_REASON	1
OAS3	rejected	rejected	129	MED	True	NO_REASON	1
OASL	rejected	rejected	137	MED	True	NO_REASON	1
GCKR	rejected	rejected	158	MED	True	NO_REASON	1
AIPL1	rejected	rejected	159	MED	True	NO_REASON	1
XRN2	rejected	rejected	161	MED	True	NO_REASON	1
ARID1B	rejected	rejected	168	MED	True	NO_REASON	1
ACAT2	rejected	rejected	169	MED	True	NO_REASON	1
ARID1A	rejected	rejected	169	MED	True	NO_REASON	1
APTX	rejected	rejected	171	MED	True	NO_REASON	1
AFF1	rejected	rejected	172	MED	True	NO_REASON	1
AEBP1	rejected	rejected	173	MED	True	NO_REASON	1
CUX1	rejected	rejected	178	MED	True	NO_REASON	1
ANKRD11	rejected	rejected	181	MED	True	NO_REASON	1
HNF1A	rejected	rejected	182	MED	True	NO_REASON	1
ASCL1	rejected	rejected	184	MED	True	NO_REASON	1
AUTS2	rejected	rejected	187	MED	True	NO_REASON	1
AATF	rejected	rejected	191	MED	True	NO_REASON	1
ARNT2	rejected	rejected	192	MED	True	NO_REASON	1
ADNP	rejected	rejected	207	MED	True	NO_REASON	1
ARNT	rejected	rejected	209	MED	True	NO_REASON	1
